source,aircraft,date,from,to,flight,flight_time,std,atd,sta,status
regeneron,N459FX,26 Mar 2023,Teterboro (TEB),Palm Springs (PSP),LXJ459,5:23,7:30 AM,7:58 AM,10:26 AM,25 Mar 2023
regeneron,N459FX,25 Mar 2023,Nassau (NAS),Teterboro (TEB),LXJ459,2:40,2:30 PM,2:40 PM,5:16 PM,25 Mar 2023
regeneron,N459FX,24 Mar 2023,West Palm Beach (PBI),Marsh Harbour (MHH),LXJ459,0:32,11:30 AM,12:06 PM,12:49 PM,24 Mar 2023
regeneron,N459FX,23 Mar 2023,Teterboro (TEB),Miami (MIA),LXJ459,2:21,2:30 PM,2:55 PM,5:23 PM,23 Mar 2023
regeneron,N459FX,23 Mar 2023,Knoxville (TYS),Teterboro (TEB),LXJ459,1:24,9:15 AM,10:31 AM,12:00 PM,22 Mar 2023
regeneron,N459FX,21 Mar 2023,Memphis (MEM),—,LXJ459,-,6:30 PM,—,—,21 Mar 2023
regeneron,N459FX,19 Mar 2023,St. Louis (SUS),Seattle (BFI),LXJ459,3:42,5:30 PM,6:13 PM,8:03 PM,19 Mar 2023
regeneron,N459FX,19 Mar 2023,Miami (OPF),Atlanta (PDK),LXJ459,1:26,1:30 PM,2:49 PM,4:22 PM,18 Mar 2023
regeneron,N459FX,18 Mar 2023,Kalispell (FCA),Tampa (TPA),LXJ459,4:13,10:30 AM,12:10 PM,6:26 PM,17 Mar 2023
regeneron,N459FX,17 Mar 2023,Santa Barbara (SBA),Jackson (JAC),LXJ459,1:47,2:30 PM,3:09 PM,6:01 PM,17 Mar 2023
regeneron,N459FX,15 Mar 2023,San Jose (SJC),San Diego (SAN),LXJ459,0:56,5:00 PM,7:31 PM,8:26 PM,15 Mar 2023
regeneron,N459FX,15 Mar 2023,Oakland (OAK),Van Nuys (VNY),LXJ459,0:50,8:35 AM,9:03 AM,9:59 AM,14 Mar 2023
regeneron,N459FX,13 Mar 2023,San Francisco (SFO),Austin (AUS),LXJ459,2:44,8:30 AM,9:21 AM,2:11 PM,13 Mar 2023
regeneron,N459FX,12 Mar 2023,Rifle (RIL),Salt Lake City (SLC),LXJ459,-,1:33 PM,—,4:16 PM,12 Mar 2023
regeneron,N459FX,12 Mar 2023,Houston (SGR),Austin (AUS),LXJ459,0:33,9:53 AM,10:28 AM,11:07 AM,07 Mar 2023
regeneron,N459FX,06 Mar 2023,White Plains (HPN),San Jose del Cabo (SJD),LXJ459,5:29,8:30 AM,8:46 AM,12:20 PM,05 Mar 2023
regeneron,N459FX,05 Mar 2023,Hailey (SUN),Jackson (JAC),LXJ459,0:50,9:13 AM,9:40 AM,10:35 AM,03 Mar 2023
regeneron,N459FX,02 Mar 2023,Bozeman (BZN),Teterboro (TEB),LXJ459,3:16,4:00 PM,5:24 PM,10:47 PM,02 Mar 2023
regeneron,N459FX,01 Mar 2023,Los Angeles (LAX),Dallas (DAL),LXJ459,2:22,12:30 PM,12:52 PM,5:24 PM,01 Mar 2023
regeneron,N459FX,28 Feb 2023,San Jose (SJC),San Diego (SAN),LXJ459,0:58,9:00 AM,9:40 AM,10:43 AM,28 Feb 2023
regeneron,N459FX,27 Feb 2023,Cleveland (CGF),Scottsdale (SCF),LXJ459,4:05,2:15 PM,3:03 PM,5:14 PM,26 Feb 2023
regeneron,N459FX,26 Feb 2023,Wilmington (ILM),Akron (CAK),LXJ459,1:27,7:55 PM,8:55 PM,10:20 PM,26 Feb 2023
regeneron,N459FX,25 Feb 2023,West Palm Beach (PBI),Antigua (ANU),LXJ459,2:51,2:00 PM,1:40 PM,6:14 PM,24 Feb 2023
regeneron,N459FX,24 Feb 2023,Walterboro (RBW),Pittsburgh (PIT),LXJ459,1:16,8:10 AM,8:55 AM,10:16 AM,23 Feb 2023
regeneron,N459FX,21 Feb 2023,West Palm Beach (PBI),Teterboro (TEB),LXJ459,2:44,2:00 PM,2:52 PM,5:35 PM,21 Feb 2023
regeneron,N459FX,21 Feb 2023,Nashville (BNA),Waukesha (UES),LXJ459,1:15,7:14 AM,7:33 AM,8:54 AM,20 Feb 2023
regeneron,N459FX,20 Feb 2023,Lexington (LEX),Atlanta (PDK),LXJ459,0:44,10:08 AM,10:29 AM,11:15 AM,19 Feb 2023
regeneron,N459FX,18 Feb 2023,Rifle (RIL),Salt Lake City (SLC),LXJ459,0:44,1:35 PM,2:17 PM,3:07 PM,18 Feb 2023
regeneron,N459FX,18 Feb 2023,Burbank (BUR),Van Nuys (VNY),LXJ459,0:13,8:40 AM,8:50 AM,9:05 AM,17 Feb 2023
regeneron,N459FX,17 Feb 2023,Dallas (DAL),Burbank (BUR),LXJ459,3:04,5:00 PM,7:05 PM,8:20 PM,17 Feb 2023
regeneron,N459FX,17 Feb 2023,Van Nuys (VNY),Telluride (TEX),LXJ459,-,9:30 AM,11:49 AM,1:11 PM,16 Feb 2023
regeneron,N459FX,16 Feb 2023,Palm Springs (PSP),Las Vegas (LAS),LXJ459,0:36,5:00 PM,6:43 PM,7:27 PM,16 Feb 2023
regeneron,N459FX,16 Feb 2023,Teterboro (TEB),Aspen (ASE),LXJ459,4:41,11:30 AM,11:59 AM,2:47 PM,15 Feb 2023
regeneron,N459FX,13 Feb 2023,Harrisburg (MDT),Morristown (MMU),LXJ459,0:29,10:30 PM,10:53 PM,11:27 PM,14 Feb 2023
regeneron,N459FX,13 Feb 2023,Van Nuys (VNY),—,LXJ459,0:57,2:45 PM,1:43 PM,—,13 Feb 2023
regeneron,N459FX,12 Feb 2023,San Francisco (SFO),—,LXJ459,1:37,9:03 PM,7:21 PM,—,10 Feb 2023
regeneron,N459FX,10 Feb 2023,Phoenix (PHX),Jackson (JAC),LXJ459,1:39,10:16 AM,10:43 AM,12:30 PM,10 Feb 2023
regeneron,N459FX,09 Feb 2023,Washington (IAD),Philadelphia (PHL),LXJ459,0:26,3:53 PM,4:22 PM,4:27 PM,09 Feb 2023
eli-lilly,N310EL,31 Jan 2026,North Kingstown (NCO),Bedford (BED),,0:26,10:45 AM,10:21 AM,11:21 AM,Landed 10:48 AM
eli-lilly,N310EL,31 Jan 2026,Bedford (BED),North Kingstown (NCO),,0:35,9:00 AM,9:37 AM,9:35 AM,Landed 10:13 AM
eli-lilly,N310EL,23 Jan 2026,Plymouth (PYM),Bedford (BED),,0:22,9:43 AM,9:43 AM,10:05 AM,Landed 10:05 AM
eli-lilly,N310EL,19 Jan 2026,Martha's Vineyard (MVY),Bedford (BED),,0:44,4:37 PM,4:21 PM,5:20 PM,Landed 5:04 PM
eli-lilly,N310EL,19 Jan 2026,Farmingdale (FRG),Martha's Vineyard (MVY),,0:59,3:21 PM,3:12 PM,4:31 PM,Landed 4:11 PM
eli-lilly,N310EL,19 Jan 2026,Toms River (MJX),Farmingdale (FRG),,0:31,2:30 PM,2:33 PM,3:06 PM,Landed 3:04 PM
eli-lilly,N310EL,19 Jan 2026,New York (JFK),Toms River (MJX),,1:38,10:01 AM,10:01 AM,11:39 AM,Landed 11:39 AM
eli-lilly,N310EL,18 Jan 2026,Pittsfield (PSF),New York (JFK),,—,3:00 PM,—,4:30 PM,Estimated departure 3:10 PM
eli-lilly,N310EL,18 Jan 2026,Burlington (BTV),Pittsfield (PSF),,—,2:00 PM,2:37 PM,3:06 PM,Diverted to JFK
eli-lilly,N310EL,18 Jan 2026,Laconia (LCI),Burlington (BTV),,—,10:24 AM,—,11:14 AM,Unknown
eli-lilly,N310EL,18 Jan 2026,Bedford (BED),Laconia (LCI),,—,9:30 AM,10:32 AM,10:06 AM,Diverted to BTV
eli-lilly,N310EL,17 Jan 2026,Bedford (BED),New Bedford (EWB),,—,1:30 PM,2:35 PM,2:04 PM,Diverted to BED
eli-lilly,N310EL,12 Jan 2026,Bedford (BED),—,,—,11:57 AM,11:57 AM,—,Unknown
eli-lilly,N310EL,12 Jan 2026,Bedford (BED),Bedford (BED),,1:41,10:11 AM,10:11 AM,11:52 AM,Landed 11:52 AM
eli-lilly,N310EL,10 Jan 2026,—,Bedford (BED),,1:35,3:51 PM,3:51 PM,12:25 PM,Landed 12:25 PM
eli-lilly,N310EL,10 Jan 2026,Bedford (BED),—,,—,8:48 AM,8:48 AM,—,Unknown
eli-lilly,N310EL,09 Jan 2026,Augusta (AUG),Bedford (BED),,1:01,10:00 AM,10:50 AM,11:58 AM,Landed 11:52 AM
eli-lilly,N310EL,09 Jan 2026,Bedford (BED),Augusta (AUG),,0:52,9:00 AM,9:47 AM,10:20 AM,Landed 10:39 AM
eli-lilly,N310EL,28 Dec 2025,Bedford (BED),Bedford (BED),,0:13,10:42 AM,10:24 AM,10:37 AM,Landed 10:37 AM
eli-lilly,N310EL,28 Dec 2025,Bedford (BED),Bedford (BED),,0:24,10:19 AM,9:55 AM,10:19 AM,Landed 10:19 AM
eli-lilly,N310EL,26 Dec 2025,Bedford (BED),Bedford (BED),,1:04,9:10 AM,8:06 AM,9:10 AM,Landed 9:10 AM
eli-lilly,N310EL,20 Dec 2025,Bedford (BED),Bedford (BED),,0:20,11:54 AM,11:27 AM,12:31 PM,Landed 11:46 AM
eli-lilly,N310EL,18 Dec 2025,—,Bedford (BED),,0:16,9:15 PM,8:59 PM,4:15 PM,Landed 4:15 PM
eli-lilly,N310EL,18 Dec 2025,Bedford (BED),—,,0:52,2:57 PM,2:05 PM,—,Landed 7:57 PM
eli-lilly,N310EL,15 Dec 2025,Bedford (BED),Bedford (BED),,1:11,1:19 PM,12:09 PM,1:19 PM,Landed 1:19 PM
eli-lilly,N310EL,12 Dec 2025,Bedford (BED),Bedford (BED),,1:19,3:43 PM,2:24 PM,3:43 PM,Landed 3:43 PM
eli-lilly,N310EL,09 Dec 2025,Plymouth (PYM),Bedford (BED),,0:19,6:03 PM,5:44 PM,6:02 PM,Landed 6:02 PM
eli-lilly,N310EL,09 Dec 2025,Plymouth (PYM),Plymouth (PYM),,1:46,12:13 PM,10:22 AM,12:08 PM,Landed 12:08 PM
eli-lilly,N310EL,08 Dec 2025,Plymouth (PYM),Plymouth (PYM),,—,10:45 AM,9:56 AM,—,Unknown
eli-lilly,N310EL,24 Nov 2025,Plymouth (PYM),Plymouth (PYM),,1:17,10:43 AM,9:24 AM,10:41 AM,Landed 10:41 AM
eli-lilly,N310EL,20 Nov 2025,Hyannis (HYA),Plymouth (PYM),,0:20,10:50 AM,10:29 AM,10:49 AM,Landed 10:49 AM
eli-lilly,N310EL,20 Nov 2025,Hyannis (HYA),Hyannis (HYA),,0:03,10:28 AM,10:20 AM,10:23 AM,Landed 10:23 AM
eli-lilly,N310EL,20 Nov 2025,Hyannis (HYA),—,,—,10:12 AM,10:12 AM,—,Unknown
eli-lilly,N310EL,20 Nov 2025,Plymouth (PYM),Hyannis (HYA),,0:14,10:12 AM,9:52 AM,10:06 AM,Landed 10:06 AM
eli-lilly,N310EL,19 Nov 2025,Plymouth (PYM),Plymouth (PYM),,0:11,11:00 AM,10:45 AM,10:56 AM,Landed 10:56 AM
eli-lilly,N310EL,19 Nov 2025,Plymouth (PYM),Plymouth (PYM),,0:55,10:39 AM,9:43 AM,10:38 AM,Landed 10:38 AM
eli-lilly,N310EL,18 Nov 2025,Bedford (BED),Plymouth (PYM),,—,11:24 AM,9:52 AM,—,Unknown
eli-lilly,N310EL,18 Nov 2025,Plymouth (PYM),Bedford (BED),,0:24,9:35 AM,9:10 AM,9:34 AM,Landed 9:34 AM
eli-lilly,N310EL,15 Nov 2025,Plymouth (PYM),Plymouth (PYM),,—,10:47 AM,9:11 AM,—,Unknown
eli-lilly,N310EL,14 Nov 2025,Allentown (ABE),Plymouth (PYM),,1:24,4:10 PM,4:28 PM,5:57 PM,Landed 5:52 PM
eli-lilly,N310EL,14 Nov 2025,Plymouth (PYM),Allentown (ABE),,1:49,1:40 PM,2:29 PM,3:17 PM,Landed 4:18 PM
eli-lilly,N310EL,13 Nov 2025,Bedford (BED),Plymouth (PYM),,1:22,12:49 PM,11:23 AM,12:44 PM,Landed 12:44 PM
eli-lilly,N310EL,13 Nov 2025,Plymouth (PYM),Bedford (BED),,0:27,11:03 AM,10:36 AM,11:03 AM,Landed 11:03 AM
eli-lilly,N310EL,12 Nov 2025,Plymouth (PYM),Plymouth (PYM),,1:11,12:05 PM,10:53 AM,12:04 PM,Landed 12:04 PM
eli-lilly,N310EL,11 Nov 2025,Plymouth (PYM),Plymouth (PYM),,2:17,11:32 AM,9:14 AM,11:31 AM,Landed 11:31 AM
eli-lilly,N310EL,07 Nov 2025,Plymouth (PYM),Plymouth (PYM),,1:20,12:17 PM,10:53 AM,12:13 PM,Landed 12:13 PM
eli-lilly,N310EL,06 Nov 2025,Plymouth (PYM),Plymouth (PYM),,2:21,9:45 AM,10:18 AM,10:48 AM,Landed 12:39 PM
eli-lilly,N310EL,05 Nov 2025,Plymouth (PYM),Plymouth (PYM),,1:56,12:21 PM,10:20 AM,12:17 PM,Landed 12:17 PM
eli-lilly,N310EL,05 Nov 2025,Bedford (BED),Plymouth (PYM),,0:18,7:12 AM,7:20 AM,7:38 AM,Landed 7:38 AM
eli-lilly,N310EL,26 Oct 2025,Bedford (BED),—,,0:50,11:06 AM,10:16 AM,—,Landed 3:06 PM
eli-lilly,N310EL,22 Oct 2025,Poughkeepsie (POU),Bedford (BED),,0:52,10:03 PM,9:11 PM,9:03 PM,Landed 9:03 PM
eli-lilly,N310EL,22 Oct 2025,Bedford (BED),Poughkeepsie (POU),,0:57,9:01 PM,8:03 PM,8:00 PM,Landed 8:00 PM
eli-lilly,N310EL,19 Oct 2025,Worcester (ORH),Bedford (BED),,0:18,10:40 AM,10:22 AM,9:40 AM,Landed 9:40 AM
eli-lilly,N310EL,19 Oct 2025,Worcester (ORH),Worcester (ORH),,0:06,10:21 AM,10:11 AM,9:17 AM,Landed 9:17 AM
eli-lilly,N310EL,19 Oct 2025,Bedford (BED),Worcester (ORH),,0:42,10:06 AM,9:23 AM,9:05 AM,Landed 9:05 AM
eli-lilly,N310EL,18 Oct 2025,Fitchburg (QTI),Bedford (BED),,0:21,1:46 PM,1:25 PM,1:46 PM,Landed 1:46 PM
eli-lilly,N310EL,18 Oct 2025,Fitchburg (QTI),Fitchburg (QTI),,0:37,12:17 PM,11:39 AM,11:16 AM,Landed 11:16 AM
eli-lilly,N310EL,18 Oct 2025,Fitchburg (QTI),Fitchburg (QTI),,0:30,11:09 AM,10:38 AM,10:08 AM,Landed 10:08 AM
eli-lilly,N310EL,18 Oct 2025,Bedford (BED),Fitchburg (QTI),,0:16,8:50 AM,8:32 AM,6:49 AM,Landed 6:49 AM
eli-lilly,N310EL,17 Oct 2025,Bedford (BED),—,,1:32,3:21 PM,1:48 PM,—,Landed 7:21 PM
eli-lilly,N310EL,11 Oct 2025,Bedford (BED),Rockland (RKD),,0:58,1:00 PM,1:09 PM,2:24 PM,Landed 2:07 PM
eli-lilly,N310EL,11 Oct 2025,Nashua (ASH),Bedford (BED),,0:30,11:30 AM,11:00 AM,10:30 AM,Landed 10:30 AM
eli-lilly,N310EL,11 Oct 2025,Bedford (BED),Nashua (ASH),,0:53,11:00 AM,10:07 AM,10:00 AM,Landed 10:00 AM
eli-lilly,N310EL,10 Oct 2025,Brunswick (NHZ),Bedford (BED),,0:54,11:56 AM,11:02 AM,10:56 AM,Landed 10:56 AM
eli-lilly,N310EL,10 Oct 2025,Bedford (BED),Brunswick (NHZ),,0:51,10:54 AM,10:02 AM,9:53 AM,Landed 9:53 AM
eli-lilly,N310EL,06 Oct 2025,Bedford (BED),Nashua (ASH),,1:07,10:31 AM,9:25 AM,9:31 AM,Landed 9:31 AM
eli-lilly,N310EL,04 Oct 2025,Fitchburg (QTI),Bedford (BED),,1:00,10:59 AM,9:59 AM,10:59 AM,Landed 10:59 AM
eli-lilly,N310EL,04 Oct 2025,Bedford (BED),Fitchburg (QTI),,0:19,9:25 AM,9:05 AM,7:24 AM,Landed 7:24 AM
eli-lilly,N310EL,03 Oct 2025,Bedford (BED),Bedford (BED),,0:37,1:27 PM,12:50 PM,12:27 PM,Landed 12:27 PM
eli-lilly,N310EL,02 Oct 2025,Bedford (BED),Bedford (BED),,0:14,10:33 PM,10:14 PM,9:28 PM,Landed 9:28 PM
eli-lilly,N310EL,02 Oct 2025,Bedford (BED),—,,—,10:08 PM,10:08 PM,—,Unknown
eli-lilly,N310EL,02 Oct 2025,Bedford (BED),—,,—,10:04 PM,10:02 PM,—,Unknown
eli-lilly,N310EL,02 Oct 2025,Bedford (BED),—,,—,9:56 PM,9:55 PM,—,Unknown
eli-lilly,N310EL,02 Oct 2025,Portsmouth (PSM),Bedford (BED),,0:21,9:54 PM,9:33 PM,8:54 PM,Landed 8:54 PM
eli-lilly,N310EL,02 Oct 2025,Bedford (BED),Portsmouth (PSM),,0:24,9:32 PM,9:08 PM,8:32 PM,Landed 8:32 PM
eli-lilly,N310EL,02 Oct 2025,Bedford (BED),Bedford (BED),,1:21,3:40 PM,2:19 PM,2:40 PM,Landed 2:40 PM
eli-lilly,N310EL,27 Sep 2025,Caldwell (CDW),Bedford (BED),,1:11,4:00 PM,4:20 PM,5:21 PM,Landed 5:31 PM
eli-lilly,N310EL,27 Sep 2025,Bedford (BED),Caldwell (CDW),,1:10,9:00 AM,9:33 AM,10:46 AM,Landed 10:43 AM
eli-lilly,N310EL,21 Sep 2025,Brunswick (NHZ),Bedford (BED),,0:46,11:49 AM,11:03 AM,10:49 AM,Landed 10:49 AM
eli-lilly,N310EL,21 Sep 2025,Bedford (BED),Brunswick (NHZ),,0:43,9:00 AM,9:08 AM,10:12 AM,Landed 9:51 AM
eli-lilly,N310EL,20 Sep 2025,Bangor (BGR),Bedford (BED),,1:09,2:45 PM,3:35 PM,4:04 PM,Landed 4:44 PM
eli-lilly,N310EL,20 Sep 2025,Bedford (BED),Bangor (BGR),,1:14,1:00 PM,1:16 PM,2:45 PM,Landed 2:30 PM
eli-lilly,N310EL,20 Sep 2025,Bedford (BED),Bedford (BED),,1:17,10:12 AM,8:54 AM,9:12 AM,Landed 9:12 AM
eli-lilly,N310EL,19 Sep 2025,Plymouth (PYM),Bedford (BED),,0:20,1:09 PM,12:49 PM,12:09 PM,Landed 12:09 PM
eli-lilly,N310EL,26 Aug 2025,Bedford (BED),Plymouth (PYM),,0:22,1:40 PM,1:16 PM,12:39 PM,Landed 12:39 PM
eli-lilly,N310EL,26 Aug 2025,Bedford (BED),Bedford (BED),,1:35,11:16 AM,9:41 AM,10:16 AM,Landed 10:16 AM
eli-lilly,N310EL,24 Aug 2025,Bedford (BED),Bedford (BED),,0:22,4:56 PM,4:34 PM,3:56 PM,Landed 3:56 PM
eli-lilly,N310EL,23 Aug 2025,Bedford (BED),Bedford (BED),,0:25,2:39 PM,2:14 PM,1:39 PM,Landed 1:39 PM
eli-lilly,N310EL,23 Aug 2025,Bedford (BED),Bedford (BED),,1:06,11:05 AM,9:59 AM,10:05 AM,Landed 10:05 AM
eli-lilly,N310EL,22 Aug 2025,Bedford (BED),Bedford (BED),,1:57,11:59 AM,10:03 AM,10:59 AM,Landed 10:59 AM
eli-lilly,N310EL,21 Aug 2025,Burlington (BTV),Bedford (BED),,1:01,9:00 AM,9:15 AM,10:13 AM,Landed 10:16 AM
eli-lilly,N310EL,21 Aug 2025,Bedford (BED),Burlington (BTV),,0:59,7:06 AM,7:44 AM,8:37 AM,Landed 8:43 AM
eli-lilly,N310EL,18 Aug 2025,Nashua (ASH),—,,—,10:32 AM,—,—,Unknown
eli-lilly,N310EL,18 Aug 2025,Nashua (ASH),Bedford (BED),,0:14,11:00 AM,10:41 AM,9:55 AM,Landed 9:55 AM
eli-lilly,N310EL,18 Aug 2025,—,—,,—,2:15 PM,—,—,Unknown
eli-lilly,N310EL,18 Aug 2025,Nashua (ASH),Nashua (ASH),,0:10,10:36 AM,10:22 AM,9:33 AM,Landed 9:33 AM
eli-lilly,N310EL,18 Aug 2025,Bedford (BED),Nashua (ASH),,0:19,10:09 AM,9:49 AM,9:09 AM,Landed 9:09 AM
eli-lilly,N310EL,15 Aug 2025,Lynchburg (LYH),Bedford (BED),,3:11,8:18 PM,5:07 PM,9:57 PM,Landed 8:18 PM
eli-lilly,N310EL,15 Aug 2025,Fort Lauderdale (FXE),Lynchburg (LYH),,4:36,4:06 PM,11:31 AM,3:06 PM,Landed 3:06 PM
eli-lilly,N310EL,12 Aug 2025,Martinsburg (MRB),Statesboro (TBR),,3:10,5:42 PM,2:27 PM,4:37 PM,Landed 4:37 PM
eli-lilly,N310EL,12 Aug 2025,Bedford (BED),Martinsburg (MRB),,2:27,12:31 PM,10:03 AM,11:31 AM,Landed 11:31 AM
eli-lilly,N310EL,11 Aug 2025,Bedford (BED),Bedford (BED),,1:32,4:51 PM,3:19 PM,3:51 PM,Landed 3:51 PM
eli-lilly,N310EL,11 Aug 2025,Laconia (LCI),Bedford (BED),,3:03,11:45 AM,8:41 AM,10:44 AM,Landed 10:44 AM
eli-lilly,N310EL,10 Aug 2025,Bedford (BED),Laconia (LCI),,0:31,3:10 PM,2:40 PM,2:10 PM,Landed 2:10 PM
eli-lilly,N310EL,03 Aug 2025,Beaufort (BFT),Bedford (BED),,4:55,6:04 PM,1:09 PM,5:04 PM,Landed 5:04 PM
eli-lilly,N310EL,30 Jul 2025,Bedford (BED),Beaufort (BFT),,5:02,7:11 PM,2:09 PM,6:11 PM,Landed 6:11 PM
eli-lilly,N310EL,30 Jul 2025,Bangor (BGR),Bedford (BED),,1:11,9:00 AM,9:20 AM,10:22 AM,Landed 10:31 AM
eli-lilly,N310EL,30 Jul 2025,Bedford (BED),Bangor (BGR),,1:10,7:30 AM,7:33 AM,9:06 AM,Landed 8:43 AM
eli-lilly,N310EL,26 Jul 2025,Bedford (BED),Bedford (BED),,1:04,3:42 PM,2:38 PM,2:42 PM,Landed 2:42 PM
eli-lilly,N310EL,19 Jul 2025,Binghamton (BGM),Bedford (BED),,1:16,7:41 PM,6:25 PM,6:41 PM,Landed 6:41 PM
eli-lilly,N310EL,19 Jul 2025,Bedford (BED),Binghamton (BGM),,1:32,12:47 PM,11:15 AM,11:47 AM,Landed 11:47 AM
eli-lilly,N310EL,12 Jul 2025,Bedford (BED),Bedford (BED),,0:12,3:12 PM,2:55 PM,2:07 PM,Landed 2:07 PM
eli-lilly,N310EL,12 Jul 2025,Bedford (BED),Bedford (BED),,1:12,2:50 PM,1:37 PM,1:50 PM,Landed 1:50 PM
eli-lilly,N310EL,05 Jul 2025,Rockland (RKD),Bedford (BED),,1:25,3:30 PM,2:05 PM,2:30 PM,Landed 2:30 PM
eli-lilly,N310EL,05 Jul 2025,Bedford (BED),Rockland (RKD),,1:01,12:13 PM,11:11 AM,11:12 AM,Landed 11:12 AM
eli-lilly,N310EL,02 Jul 2025,Hyannis (HYA),Bedford (BED),,0:29,6:04 PM,5:35 PM,5:04 PM,Landed 5:04 PM
eli-lilly,N310EL,02 Jul 2025,Hyannis (HYA),Hyannis (HYA),,0:19,3:38 PM,3:18 PM,2:37 PM,Landed 2:37 PM
eli-lilly,N310EL,02 Jul 2025,Bedford (BED),Plymouth (PYM),,0:23,9:05 AM,8:38 AM,8:01 AM,Landed 8:01 AM
eli-lilly,N310EL,29 Jun 2025,Portland (PWM),Bedford (BED),,0:37,3:30 PM,4:08 PM,4:25 PM,Landed 4:45 PM
eli-lilly,N310EL,29 Jun 2025,Bedford (BED),Portland (PWM),,0:45,9:30 AM,11:43 AM,10:33 AM,Landed 12:28 PM
eli-lilly,N310EL,28 Jun 2025,Bedford (BED),Bedford (BED),,1:19,10:30 AM,10:50 AM,11:37 AM,Landed 12:09 PM
eli-lilly,N310EL,26 Jun 2025,Bedford (BED),Bedford (BED),,1:11,1:35 PM,2:07 PM,2:36 PM,Landed 3:18 PM
eli-lilly,N310EL,26 Jun 2025,Bedford (BED),Sanford (SFM),,0:32,10:49 AM,10:12 AM,9:44 AM,Landed 9:44 AM
eli-lilly,N310EL,21 Jun 2025,Bedford (BED),Bedford (BED),,0:14,4:06 PM,3:46 PM,3:01 PM,Landed 3:01 PM
eli-lilly,N310EL,21 Jun 2025,Bedford (BED),Bedford (BED),,0:36,3:46 PM,3:09 PM,2:46 PM,Landed 2:46 PM
eli-lilly,N310EL,11 Jun 2025,—,—,,-,—,—,—,Unknown
eli-lilly,N310EL,11 Jun 2025,Bedford (BED),Bedford (BED),,1:03,2:47 PM,1:42 PM,1:46 PM,Landed 1:46 PM
eli-lilly,N310EL,03 Jun 2025,Toronto (YTZ),Bedford (BED),,2:09,10:00 AM,10:02 AM,11:10 AM,Landed 11:10 AM
eli-lilly,N310EL,02 Jun 2025,Bedford (BED),Toronto (YTZ),,2:37,4:30 PM,4:55 PM,7:36 PM,Landed 7:31 PM
eli-lilly,N310EL,02 Jun 2025,Islip (ISP),Plymouth (PYM),,0:58,3:02 PM,2:03 PM,2:01 PM,Landed 2:01 PM
eli-lilly,N310EL,02 Jun 2025,Bedford (BED),Plymouth (PYM),,0:22,11:18 AM,10:54 AM,10:17 AM,Landed 10:17 AM
eli-lilly,N310EL,02 Jun 2025,Nantucket (ACK),Bedford (BED),,0:49,12:31 AM,11:42 PM,11:31 PM,Landed 11:31 PM
eli-lilly,N310EL,01 Jun 2025,Islip (ISP),Nantucket (ACK),,1:02,11:40 PM,10:39 PM,10:40 PM,Landed 10:40 PM
eli-lilly,N310EL,01 Jun 2025,Bedford (BED),Islip (ISP),,0:59,10:38 PM,9:39 PM,9:38 PM,Landed 9:38 PM
eli-lilly,N310EL,30 May 2025,Bedford (BED),Bedford (BED),,1:11,4:17 PM,3:06 PM,3:17 PM,Landed 3:17 PM
eli-lilly,N310EL,28 May 2025,Bedford (BED),Bedford (BED),,0:27,4:08 PM,3:41 PM,3:08 PM,Landed 3:08 PM
eli-lilly,N310EL,18 May 2025,Rockland (RKD),Bedford (BED),,1:01,1:30 PM,2:43 PM,2:40 PM,Landed 3:45 PM
eli-lilly,N310EL,18 May 2025,Bedford (BED),Rockland (RKD),,1:04,9:00 AM,10:39 AM,10:24 AM,Landed 11:44 AM
eli-lilly,N310EL,11 May 2025,Bar Harbor (BHB),Bedford (BED),,1:11,3:30 PM,3:39 PM,4:50 PM,Landed 4:50 PM
eli-lilly,N310EL,11 May 2025,Bedford (BED),Bar Harbor (BHB),,1:15,9:30 AM,9:29 AM,11:12 AM,Landed 10:44 AM
eli-lilly,N310EL,04 May 2025,Bedford (BED),North Kingstown (NCO),,0:27,1:30 PM,1:40 PM,2:13 PM,Landed 2:07 PM
eli-lilly,N310EL,03 May 2025,Brunswick (NHZ),Bedford (BED),,0:50,2:00 PM,12:14 PM,12:57 PM,Landed 1:04 PM
eli-lilly,N310EL,03 May 2025,Bedford (BED),Brunswick (NHZ),,0:43,9:00 AM,9:16 AM,10:07 AM,Landed 9:59 AM
eli-lilly,N310EL,01 May 2025,Bedford (BED),Fitchburg (QTI),,0:39,4:13 PM,3:33 PM,2:12 PM,Landed 2:12 PM
eli-lilly,N310EL,25 Apr 2025,Worcester (ORH),Bedford (BED),,0:15,5:54 PM,5:38 PM,4:54 PM,Landed 4:54 PM
eli-lilly,N310EL,25 Apr 2025,Bedford (BED),Worcester (ORH),,0:16,4:30 PM,5:18 PM,4:56 PM,Landed 5:34 PM
eli-lilly,N310EL,25 Apr 2025,Bedford (BED),Bedford (BED),,0:22,11:19 AM,10:56 AM,10:18 AM,Landed 10:18 AM
eli-lilly,N310EL,24 Apr 2025,Portland (PWM),Bedford (BED),,0:34,1:02 PM,12:27 PM,12:01 PM,Landed 12:01 PM
eli-lilly,N310EL,24 Apr 2025,Bedford (BED),Portland (PWM),,0:36,9:49 AM,9:12 AM,8:48 AM,Landed 8:48 AM
